Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,is_non_wear_day,total_active_minutes,total_logged_minutes,sedentary_share_pct,activity_tier,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,has_sleep_log,day_of_week,is_weekend,week_number
1503960366,2016-04-12,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,False,366,1094,66.54478976234003,"Highly active (12,500+)",1.0,327.0,346.0,True,Tuesday,False,15
1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797,False,257,1033,75.12100677637947,"Active (10,000-12,499)",2.0,384.0,407.0,True,Wednesday,False,15
1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,False,222,1440,84.58333333333333,"Active (10,000-12,499)",,,,False,Thursday,False,15
1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,False,272,998,72.74549098196393,"Somewhat active (7,500-9,999)",1.0,412.0,442.0,True,Friday,False,15
1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863,False,267,1040,74.32692307692308,"Highly active (12,500+)",2.0,340.0,367.0,True,Saturday,True,15
1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,False,222,761,70.82785808147175,"Somewhat active (7,500-9,999)",1.0,700.0,712.0,True,Sunday,True,15
1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,False,291,1440,79.79166666666667,"Highly active (12,500+)",,,,False,Monday,False,16
1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,False,345,1120,69.19642857142857,"Highly active (12,500+)",1.0,304.0,320.0,True,Tuesday,False,16
1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,False,245,1063,76.95202257761053,"Active (10,000-12,499)",1.0,360.0,377.0,True,Wednesday,False,16
1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,False,238,1076,77.88104089219331,"Somewhat active (7,500-9,999)",1.0,325.0,364.0,True,Thursday,False,16
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,False,223,1440,84.51388888888889,"Highly active (12,500+)",,,,False,Friday,False,16
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,False,324,1056,69.31818181818181,"Highly active (12,500+)",1.0,361.0,384.0,True,Saturday,True,16
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,False,282,991,71.54389505549949,"Active (10,000-12,499)",1.0,430.0,449.0,True,Sunday,True,16
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,False,303,1117,72.87376902417189,"Highly active (12,500+)",1.0,277.0,323.0,True,Monday,False,17
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,False,333,1166,71.44082332761577,"Highly active (12,500+)",1.0,245.0,274.0,True,Tuesday,False,17
1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,False,332,1440,76.94444444444444,"Highly active (12,500+)",,,,False,Wednesday,False,17
1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,False,265,1047,74.68958930276982,"Highly active (12,500+)",1.0,366.0,393.0,True,Thursday,False,17
1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,False,271,1086,75.04604051565377,"Active (10,000-12,499)",1.0,341.0,354.0,True,Friday,False,17
1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,False,303,1015,70.14778325123153,"Highly active (12,500+)",1.0,404.0,425.0,True,Saturday,True,17
1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,False,314,1044,69.92337164750958,"Active (10,000-12,499)",1.0,369.0,396.0,True,Sunday,True,17
1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,False,333,1131,70.55702917771883,"Highly active (12,500+)",1.0,277.0,309.0,True,Monday,False,18
1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,False,328,1144,71.32867132867133,"Highly active (12,500+)",1.0,273.0,296.0,True,Tuesday,False,18
1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,False,261,1440,81.875,"Active (10,000-12,499)",,,,False,Wednesday,False,18
1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,False,319,1176,72.87414965986395,"Highly active (12,500+)",1.0,247.0,264.0,True,Thursday,False,18
1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,False,319,1073,70.27027027027027,"Active (10,000-12,499)",1.0,334.0,367.0,True,Friday,False,18
1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,False,258,1091,76.35197066911091,"Active (10,000-12,499)",1.0,331.0,349.0,True,Saturday,True,18
1503960366,2016-05-08,10060,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740,False,255,829,69.2400482509047,"Active (10,000-12,499)",1.0,594.0,611.0,True,Sunday,True,18
1503960366,2016-05-09,12022,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819,False,263,1098,76.04735883424408,"Active (10,000-12,499)",1.0,338.0,342.0,True,Monday,False,19
1503960366,2016-05-10,12207,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859,False,291,1037,71.93828351012536,"Active (10,000-12,499)",1.0,383.0,403.0,True,Tuesday,False,19
1503960366,2016-05-11,12770,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783,False,310,979,68.33503575076608,"Highly active (12,500+)",1.0,285.0,306.0,True,Wednesday,False,19
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,True,0,1440,100.0,"Sedentary (<5,000)",,,,False,Thursday,False,19
1624580081,2016-04-12,8163,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432,False,146,1440,89.86111111111111,"Somewhat active (7,500-9,999)",,,,False,Tuesday,False,15
